epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,183.894,0.64325,0.39157,0.91684,0.96847,0.96047,0.98347,0.82788,0.67139,0.39835,0.89196,0.00136142,0.00136142,0.00136142
180,184.926,0.62167,0.37262,0.91732,0.97176,0.96014,0.9863,0.83235,0.65544,0.38519,0.88718,0.00135585,0.00135585,0.00135585
181,185.975,0.63184,0.38487,0.9178,0.96795,0.95581,0.98917,0.8359,0.65655,0.37709,0.88956,0.00135027,0.00135027,0.00135027
182,187.011,0.60151,0.36786,0.91197,0.98472,0.95814,0.98764,0.83644,0.66734,0.36896,0.89272,0.00134469,0.00134469,0.00134469
183,188.046,0.62769,0.38292,0.9186,0.9788,0.96646,0.98917,0.84522,0.66281,0.37483,0.89145,0.00133912,0.00133912,0.00133912
184,189.096,0.62821,0.38915,0.9186,0.97869,0.96142,0.98885,0.83039,0.68688,0.37,0.89897,0.00133355,0.00133355,0.00133355
185,190.132,0.61797,0.37667,0.9126,0.98546,0.95814,0.98939,0.83717,0.66407,0.36172,0.89447,0.00132799,0.00132799,0.00132799
186,191.157,0.62302,0.37878,0.92905,0.9762,0.95374,0.9857,0.83365,0.67269,0.37064,0.8967,0.00132243,0.00132243,0.00132243
187,192.19,0.62256,0.38299,0.91989,0.98085,0.95301,0.98452,0.83729,0.66296,0.37574,0.89214,0.00131687,0.00131687,0.00131687
188,193.228,0.6155,0.3759,0.91166,0.97534,0.96047,0.98684,0.84079,0.65385,0.36352,0.88593,0.00131132,0.00131132,0.00131132
189,194.255,0.61044,0.37241,0.91137,0.97135,0.96977,0.98899,0.84185,0.65651,0.35423,0.88423,0.00130577,0.00130577,0.00130577
190,195.17,0.60118,0.37448,0.91264,0.955,0.98707,0.99052,0.84009,0.66694,0.39124,0.88849,0.00130023,0.00130023,0.00130023
191,196.209,0.62338,0.3777,0.91923,0.96158,0.9814,0.99003,0.83748,0.67737,0.384,0.8914,0.0012947,0.0012947,0.0012947
192,197.249,0.59682,0.37287,0.9165,0.96789,0.98131,0.98735,0.83224,0.68181,0.37581,0.89641,0.00128917,0.00128917,0.00128917
193,198.269,0.61455,0.37829,0.90853,0.97443,0.97498,0.99041,0.83323,0.67345,0.36982,0.88899,0.00128365,0.00128365,0.00128365
194,199.326,0.616,0.37777,0.91258,0.98584,0.9717,0.99151,0.83792,0.67792,0.36061,0.89065,0.00127814,0.00127814,0.00127814
195,200.362,0.61473,0.37786,0.91975,0.99403,0.97209,0.99257,0.84509,0.6593,0.3518,0.87896,0.00127263,0.00127263,0.00127263
196,201.293,0.58885,0.36373,0.90943,0.9929,0.97627,0.99372,0.84588,0.66795,0.34748,0.88135,0.00126713,0.00126713,0.00126713
197,202.336,0.635,0.38955,0.92076,0.99022,0.96977,0.99224,0.83844,0.67506,0.36927,0.88952,0.00126165,0.00126165,0.00126165
198,203.38,0.6085,0.38394,0.92246,0.98158,0.96977,0.99122,0.83613,0.65663,0.37431,0.88644,0.00125617,0.00125617,0.00125617
199,204.397,0.59888,0.36199,0.91228,0.97684,0.98074,0.99135,0.83186,0.67908,0.37636,0.89343,0.0012507,0.0012507,0.0012507
200,205.426,0.60422,0.37419,0.92121,0.97584,0.97442,0.99159,0.8345,0.67576,0.38686,0.89158,0.00124524,0.00124524,0.00124524
201,206.473,0.60417,0.37287,0.91587,0.96985,0.98372,0.98995,0.83471,0.65945,0.38592,0.88591,0.0012398,0.0012398,0.0012398
202,207.504,0.60667,0.36922,0.91438,0.96276,0.98837,0.98734,0.83378,0.64832,0.39526,0.88337,0.00123436,0.00123436,0.00123436
203,208.563,0.62135,0.37041,0.89879,0.95715,0.97907,0.98743,0.83594,0.66102,0.39388,0.89265,0.00122894,0.00122894,0.00122894
204,209.604,0.58702,0.3611,0.90486,0.95512,0.98978,0.98334,0.82317,0.66914,0.39427,0.89825,0.00122352,0.00122352,0.00122352
205,210.64,0.59541,0.35678,0.91343,0.95511,0.9896,0.98683,0.83328,0.66064,0.38177,0.88914,0.00121812,0.00121812,0.00121812
206,211.571,0.58415,0.36881,0.91171,0.94895,0.98372,0.98551,0.83742,0.64986,0.37445,0.88071,0.00121274,0.00121274,0.00121274
207,212.598,0.58864,0.35125,0.90651,0.96113,0.97752,0.98694,0.842,0.64259,0.3678,0.88458,0.00120736,0.00120736,0.00120736
208,213.642,0.62505,0.37592,0.91483,0.96084,0.9814,0.98696,0.83464,0.66411,0.37359,0.88834,0.001202,0.001202,0.001202
209,214.575,0.60776,0.37523,0.90295,0.95489,0.9814,0.98551,0.83448,0.66115,0.38401,0.88951,0.00119666,0.00119666,0.00119666
210,215.622,0.5858,0.36678,0.90483,0.96992,0.96744,0.98976,0.83667,0.66407,0.3793,0.89748,0.00119133,0.00119133,0.00119133
211,216.65,0.6071,0.37086,0.90844,0.96628,0.97209,0.98966,0.83159,0.67612,0.3708,0.90018,0.00118601,0.00118601,0.00118601
212,217.683,0.61166,0.37157,0.91362,0.95452,0.97907,0.98583,0.83588,0.65902,0.3739,0.89231,0.00118071,0.00118071,0.00118071
213,218.732,0.59494,0.3593,0.9066,0.96682,0.97209,0.98947,0.83703,0.66144,0.37327,0.89618,0.00117542,0.00117542,0.00117542
214,219.775,0.61032,0.3728,0.91414,0.96827,0.97442,0.9885,0.84022,0.65099,0.3711,0.89209,0.00117016,0.00117016,0.00117016
215,220.807,0.60195,0.36714,0.90553,0.96818,0.96744,0.98918,0.83861,0.65863,0.37254,0.89326,0.0011649,0.0011649,0.0011649
216,221.829,0.60695,0.36684,0.90872,0.96356,0.97442,0.99009,0.8354,0.67407,0.38551,0.89973,0.00115967,0.00115967,0.00115967
217,222.875,0.60399,0.35833,0.90355,0.96339,0.97905,0.98848,0.84173,0.66945,0.36964,0.8973,0.00115445,0.00115445,0.00115445
218,223.915,0.59547,0.36944,0.91962,0.96541,0.97357,0.98858,0.8441,0.67354,0.3574,0.90001,0.00114925,0.00114925,0.00114925
219,224.95,0.58867,0.36136,0.90383,0.96657,0.96512,0.98958,0.84485,0.65673,0.35241,0.8878,0.00114407,0.00114407,0.00114407
220,225.983,0.5818,0.36684,0.90589,0.97182,0.96744,0.98829,0.84452,0.66351,0.35164,0.8828,0.00113891,0.00113891,0.00113891
221,227.037,0.60497,0.36505,0.91481,0.97638,0.9614,0.99016,0.84302,0.66,0.34723,0.88547,0.00113377,0.00113377,0.00113377
222,228.071,0.59144,0.35584,0.90459,0.97231,0.96279,0.9916,0.84056,0.6705,0.35445,0.88924,0.00112865,0.00112865,0.00112865
223,228.992,0.58426,0.35087,0.90591,0.98097,0.95915,0.99128,0.83925,0.66151,0.34786,0.88628,0.00112355,0.00112355,0.00112355
224,229.919,0.57779,0.3546,0.89606,0.9872,0.95814,0.99104,0.83988,0.66456,0.36025,0.88661,0.00111846,0.00111846,0.00111846
225,230.957,0.58092,0.3462,0.89137,0.98799,0.9568,0.9889,0.84257,0.65551,0.35672,0.88454,0.0011134,0.0011134,0.0011134
226,231.976,0.58566,0.35678,0.89993,0.98092,0.96744,0.98816,0.84429,0.65412,0.36199,0.88415,0.00110836,0.00110836,0.00110836
227,233.014,0.60141,0.36476,0.91374,0.98108,0.96469,0.9883,0.84012,0.65949,0.3582,0.88384,0.00110335,0.00110335,0.00110335
228,234.042,0.57423,0.34604,0.89691,0.97771,0.96744,0.9889,0.83988,0.66536,0.35085,0.88495,0.00109835,0.00109835,0.00109835
229,235.082,0.58849,0.35412,0.89919,0.97426,0.97209,0.99082,0.83785,0.66213,0.34835,0.88759,0.00109338,0.00109338,0.00109338
230,235.998,0.56956,0.35018,0.90297,0.96985,0.97234,0.99075,0.83321,0.67097,0.35207,0.89184,0.00108843,0.00108843,0.00108843
231,237.023,0.59155,0.3551,0.90716,0.9744,0.97378,0.99119,0.83672,0.65829,0.35403,0.88686,0.0010835,0.0010835,0.0010835
232,238.054,0.58556,0.35646,0.89921,0.9766,0.97055,0.98798,0.83994,0.65435,0.35212,0.8861,0.0010786,0.0010786,0.0010786
233,239.063,0.54525,0.33646,0.90249,0.97316,0.97442,0.99137,0.84273,0.65021,0.34336,0.88203,0.00107372,0.00107372,0.00107372
234,239.976,0.57322,0.34381,0.90441,0.98126,0.97402,0.99151,0.8448,0.65763,0.33881,0.88055,0.00106886,0.00106886,0.00106886
235,241.017,0.59265,0.36485,0.89764,0.97898,0.97462,0.98901,0.84124,0.66291,0.34535,0.88146,0.00106403,0.00106403,0.00106403
236,242.036,0.57866,0.34832,0.90592,0.96848,0.97209,0.98846,0.83763,0.66168,0.36953,0.88733,0.00105923,0.00105923,0.00105923
